loc,function_count,avg_function_length,max_function_length,cyclomatic_complexity,max_nesting_depth,total_issue_count,security_issue_count,duplication_ratio,dependency_risk_score,has_tests,structural_risk,security_risk,maintainability_risk,test_risk,overall_risk
39,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
33,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
63,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
40,4,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
34,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
33,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
39,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
36,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
46,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
38,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
91,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
39,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
33,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
36,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
36,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
36,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
35,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
36,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
37,3,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
24,5,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
24,5,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
24,5,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
24,5,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
24,5,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
21,4,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
72,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
58,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
58,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
121,12,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
58,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
103,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
58,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
134,13,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
104,7,0.0,0,7,0,0,0,0.015060240963855422,0.0,0,0.21,0.0,0.149,0.35,0.1558
131,11,0.0,0,11,0,0,0,0.015060240963855422,0.0,0,0.33,0.0,0.229,0.55,0.2438
89,6,0.0,0,13,0,0,0,0.015060240963855422,0.0,0,0.39,0.0,0.269,0.65,0.2878
57,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
118,10,0.0,0,10,0,0,0,0.015060240963855422,0.0,0,0.3,0.0,0.209,0.5,0.2218
118,10,0.0,0,10,0,0,0,0.015060240963855422,0.0,0,0.3,0.0,0.209,0.5,0.2218
107,10,0.0,0,5,0,0,0,0.015060240963855422,0.0,0,0.15,0.0,0.109,0.25,0.1118
150,7,0.0,0,20,0,0,0,0.015060240963855422,0.0,0,0.6,0.0,0.409,1.0,0.4418
87,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
171,8,0.0,0,10,0,0,0,0.015060240963855422,0.0,0,0.3,0.0,0.209,0.5,0.2218
62,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
79,5,0.0,0,5,0,0,0,0.015060240963855422,0.0,0,0.15,0.0,0.109,0.25,0.1118
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
75,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
75,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
75,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
98,8,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
99,10,0.0,0,7,0,0,0,0.015060240963855422,0.0,0,0.21,0.0,0.149,0.35,0.1558
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
62,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
61,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
70,6,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
91,10,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
91,10,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
91,10,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
79,5,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
65,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
105,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
108,6,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
73,5,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
77,5,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
82,5,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
74,6,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
76,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
75,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
76,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
122,8,0.0,0,17,0,0,0,0.015060240963855422,0.0,0,0.51,0.0,0.349,0.85,0.3758
123,10,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
96,10,0.0,0,14,0,0,0,0.015060240963855422,0.0,0,0.42,0.0,0.289,0.7,0.3098
123,10,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
153,7,0.0,0,20,0,0,0,0.015060240963855422,0.0,0,0.6,0.0,0.409,1.0,0.4418
109,10,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
94,9,0.0,0,8,0,0,0,0.015060240963855422,0.0,0,0.24,0.0,0.169,0.4,0.1778
81,6,0.0,0,12,0,0,0,0.015060240963855422,0.0,0,0.36,0.0,0.249,0.6,0.2658
131,6,0.0,0,21,0,0,0,0.015060240963855422,0.0,0,0.6,0.0,0.409,1.0,0.4418
68,6,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
68,6,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
91,9,0.0,0,5,0,0,0,0.015060240963855422,0.0,0,0.15,0.0,0.109,0.25,0.1118
81,6,0.0,0,12,0,0,0,0.015060240963855422,0.0,0,0.36,0.0,0.249,0.6,0.2658
88,7,0.0,0,6,0,0,0,0.015060240963855422,0.0,0,0.18,0.0,0.129,0.3,0.1338
86,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
109,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
125,11,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
80,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
118,10,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
86,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
135,9,0.0,0,15,0,0,0,0.015060240963855422,0.0,0,0.45,0.0,0.309,0.75,0.3318
69,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
117,10,0.0,0,6,0,0,0,0.015060240963855422,0.0,0,0.18,0.0,0.129,0.3,0.1338
96,8,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
111,8,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
63,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
89,6,0.0,0,13,0,0,0,0.015060240963855422,0.0,0,0.39,0.0,0.269,0.65,0.2878
80,6,0.0,0,10,0,0,0,0.015060240963855422,0.0,0,0.3,0.0,0.209,0.5,0.2218
103,8,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
159,11,0.0,0,19,0,0,0,0.015060240963855422,0.0,0,0.57,0.0,0.389,0.95,0.4198
81,6,0.0,0,12,0,0,0,0.015060240963855422,0.0,0,0.36,0.0,0.249,0.6,0.2658
81,6,0.0,0,12,0,0,0,0.015060240963855422,0.0,0,0.36,0.0,0.249,0.6,0.2658
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
92,8,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
61,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
122,10,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
86,6,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
86,6,0.0,0,4,0,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
123,10,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
125,9,0.0,0,9,0,0,0,0.015060240963855422,0.0,0,0.27,0.0,0.189,0.45,0.1998
60,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
64,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
74,5,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
181,11,0.0,0,14,0,0,0,0.015060240963855422,0.0,0,0.42,0.0,0.289,0.7,0.3098
97,8,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
70,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
155,8,0.0,0,10,0,0,0,0.015060240963855422,0.0,0,0.3,0.0,0.209,0.5,0.2218
172,7,0.0,0,32,0,1,0,0.015060240963855422,0.0,0,0.64,0.0,0.409,1.0,0.4558
67,6,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
110,8,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
110,8,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
87,6,0.0,0,13,0,0,0,0.015060240963855422,0.0,0,0.39,0.0,0.269,0.65,0.2878
68,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
58,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
128,11,0.0,0,18,0,0,0,0.015060240963855422,0.0,0,0.54,0.0,0.369,0.9,0.3978
88,6,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
66,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
115,7,0.0,0,16,0,0,0,0.015060240963855422,0.0,0,0.48,0.0,0.329,0.8,0.3538
66,6,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
61,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
121,8,0.0,0,5,0,0,0,0.015060240963855422,0.0,0,0.15,0.0,0.109,0.25,0.1118
93,5,0.0,0,3,0,0,0,0.015060240963855422,0.0,0,0.09,0.0,0.069,0.15,0.0678
90,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
57,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
57,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
118,9,0.0,0,15,0,0,0,0.015060240963855422,0.0,0,0.45,0.0,0.309,0.75,0.3318
153,13,0.0,0,13,0,0,0,0.015060240963855422,0.0,0,0.39,0.0,0.269,0.65,0.2878
97,8,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
57,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
57,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
78,7,0.0,0,2,0,0,0,0.015060240963855422,0.0,0,0.06,0.0,0.049,0.1,0.0458
67,5,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
59,4,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
109,7,0.0,0,15,0,0,0,0.015060240963855422,0.0,0,0.45,0.0,0.309,0.75,0.3318
102,7,0.0,0,17,0,0,0,0.015060240963855422,0.0,0,0.51,0.0,0.349,0.85,0.3758
102,7,0.0,0,17,0,0,0,0.015060240963855422,0.0,0,0.51,0.0,0.349,0.85,0.3758
1062,69,0.0,0,55,0,4,0,0.015060240963855422,0.0,0,0.76,0.0,0.409,1.0,0.4978
2462,126,0.0,0,114,0,7,0,0.015060240963855422,0.0,0,0.88,0.0,0.409,1.0,0.5398
1113,69,0.0,0,55,0,4,0,0.015060240963855422,0.0,0,0.76,0.0,0.409,1.0,0.4978
2616,140,0.0,0,120,0,7,0,0.015060240963855422,0.0,0,0.88,0.0,0.409,1.0,0.5398
1151,72,0.0,0,55,0,4,0,0.015060240963855422,0.0,0,0.76,0.0,0.409,1.0,0.4978
2624,143,0.0,0,120,0,7,0,0.015060240963855422,0.0,0,0.88,0.0,0.409,1.0,0.5398
210,13,0.0,0,14,0,0,0,0.015060240963855422,0.0,0,0.42,0.0,0.289,0.7,0.3098
2779,171,0.0,0,394,0,2,0,0.015060240963855422,0.0,0,0.68,0.0,0.409,1.0,0.4698
31,2,0.0,0,1,0,3,0,0.0,0.0,0,0.15,0.0,0.02,0.05,0.064
152,7,0.0,0,15,0,0,0,0.0,0.0,0,0.45,0.0,0.3,0.75,0.33
105,7,0.0,0,7,0,0,0,0.0,0.0,0,0.21,0.0,0.14,0.35,0.154
26,2,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
62,5,0.0,0,3,0,0,0,0.0,0.0,0,0.09,0.0,0.06,0.15,0.066
291,18,0.0,0,14,0,1,0,0.0,0.0,0,0.46,0.0,0.28,0.7,0.322
164,12,0.0,0,6,0,0,0,0.0,0.0,0,0.18,0.0,0.12,0.3,0.132
205,13,0.0,0,10,0,0,0,0.0,0.0,0,0.3,0.0,0.2,0.5,0.22
28,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
24,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
22,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
15,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
60,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
31,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
49,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
119,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
53,2,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
15,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
103,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
60,5,0.0,0,8,0,0,0,0.0,0.0,0,0.24,0.0,0.16,0.4,0.176
104,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
214,14,0.0,0,10,0,0,0,0.0,0.0,0,0.3,0.0,0.2,0.5,0.22
92,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
45,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
42,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
45,3,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
63,5,0.0,0,3,0,1,0,0.0,0.0,0,0.13,0.0,0.06,0.15,0.08
34,2,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
74,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
71,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
65,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
167,8,0.0,0,17,0,0,0,0.0,0.0,0,0.51,0.0,0.34,0.85,0.374
99,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
291,9,0.0,0,28,0,1,0,0.0,0.0,0,0.64,0.0,0.4,1.0,0.454
73,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
172,3,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
105,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
105,10,0.0,0,4,0,3,0,0.0,0.0,0,0.24,0.0,0.08,0.2,0.13
217,7,0.0,0,15,0,1,0,0.0,0.0,0,0.49,0.0,0.3,0.75,0.344
85,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
120,6,0.0,0,6,0,0,0,0.0,0.0,0,0.18,0.0,0.12,0.3,0.132
291,28,0.0,0,2,0,4,0,0.0,0.0,0,0.22,0.0,0.04,0.1,0.1
205,20,0.0,0,2,0,4,0,0.0,0.0,0,0.22,0.0,0.04,0.1,0.1
81,8,0.0,0,4,0,0,0,0.0,0.0,0,0.12,0.0,0.08,0.2,0.088
102,12,0.0,0,2,0,1,0,0.0,0.0,0,0.1,0.0,0.04,0.1,0.058
142,13,0.0,0,9,0,0,0,0.0,0.0,0,0.27,0.0,0.18,0.45,0.198
71,6,0.0,0,2,0,1,0,0.0,0.0,0,0.1,0.0,0.04,0.1,0.058
214,24,0.0,0,6,0,5,0,0.0,0.0,0,0.38,0.0,0.12,0.3,0.202
197,13,0.0,0,10,0,0,0,0.0,0.0,0,0.3,0.0,0.2,0.5,0.22
181,12,0.0,0,10,0,0,0,0.0,0.0,0,0.3,0.0,0.2,0.5,0.22
455,42,0.0,0,7,0,4,0,0.0,0.0,0,0.37,0.0,0.14,0.35,0.21
115,14,0.0,0,2,0,3,0,0.0,0.0,0,0.18,0.0,0.04,0.1,0.086
183,15,0.0,0,6,0,0,0,0.0,0.0,0,0.18,0.0,0.12,0.3,0.132
211,16,0.0,0,2,0,2,0,0.0,0.0,0,0.14,0.0,0.04,0.1,0.072
106,9,0.0,0,6,0,0,0,0.0,0.0,0,0.18,0.0,0.12,0.3,0.132
82,9,0.0,0,5,0,1,0,0.0,0.0,0,0.19,0.0,0.1,0.25,0.124
107,8,0.0,0,9,0,1,0,0.0,0.0,0,0.31,0.0,0.18,0.45,0.212
169,19,0.0,0,7,0,4,0,0.0,0.0,0,0.37,0.0,0.14,0.35,0.21
64,4,0.0,0,2,0,1,0,0.0,0.0,0,0.1,0.0,0.04,0.1,0.058
116,6,0.0,0,4,0,0,0,0.0,0.0,0,0.12,0.0,0.08,0.2,0.088
118,3,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
136,5,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
106,2,0.0,0,4,0,2,0,0.0,0.0,0,0.2,0.0,0.08,0.2,0.116
64,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
143,12,0.0,0,7,0,2,0,0.0,0.0,0,0.29,0.0,0.14,0.35,0.182
191,13,0.0,0,5,0,2,0,0.0,0.0,0,0.23,0.0,0.1,0.25,0.138
178,17,0.0,0,6,0,3,0,0.0,0.0,0,0.3,0.0,0.12,0.3,0.174
9,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
125,3,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
99,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
47,2,0.0,0,4,0,2,0,0.0,0.0,0,0.2,0.0,0.08,0.2,0.116
61,2,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
216,12,0.0,0,9,0,2,0,0.0,0.0,0,0.35,0.0,0.18,0.45,0.226
20,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
22,2,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
42,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
22,2,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
42,4,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
99,12,0.0,0,7,0,0,0,0.0,0.0,0,0.21,0.0,0.14,0.35,0.154
92,11,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
55,6,0.0,0,4,0,0,0,0.0,0.0,0,0.12,0.0,0.08,0.2,0.088
57,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
50,6,0.0,0,3,0,0,0,0.0,0.0,0,0.09,0.0,0.06,0.15,0.066
